Moleculas,Structure of Smiles [idcode],Smiles,Compound,Link,Total Molweight,Molweight,Monoisotopic Mass,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,LE from Moleculas,LLE from Moleculas,LELP from Moleculas,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Nasty Functions,Shape Index,Molecular Flexibility,Molecular Complexity,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Carbon Fraction,sp3-Atoms,Symmetric atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens,Stereo Configuration,Globularity SVD,Globularity Vol,VDW-Surface,VDW-Volume
76,dmtB@@PUrJZIJGiZ@H`@@,OC(c(cc1)cc(O)c1O)=O,Protocatechuic Acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out76.smi.png,154.121,154.121,15.402.661,4.533,-1.037,4,3,110.06,47.556,77.76,-18.442,88.788,6.6659,51.054,high,none,none,none,,63.636,31.597,59.915,1,11,4,0,4,0,1,1,6,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,"1,48E-02",83.479,152.86,135.52
77,dcLJ@@PUuInUgzV`BJ@@,OC(c(cc1O)cc(O)c1O)=O,Gallic acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out77.smi.png,170.12,170.12,170.021.525,1.076,-741,5,4,116.41,56.215,97.99,-18.442,81.324,7.1959,13.231,high,none,high,none,,58.333,29.781,59.256,1,12,5,0,5,0,1,1,6,0,4,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,"1,38E-01",8.305,158.83,142.42
78,dmtB@@QeR[f]FV``H@@,OC(c(cc(cc1)O)c1O)=O,Gentisic acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out78.smi.png,154.121,154.121,15.402.661,4.533,-1.037,4,3,110.06,47.556,77.76,-18.442,88.647,6.6546,51.135,high,none,high,none,,54.545,3.112,65.162,1,11,4,0,4,0,1,1,6,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,16.276,84.209,150.53,134.16
79,dcLB@@SmR[YgYUjB@`@@,OC(Cc(cc(cc1)O)c1O)=O,Homogentisic Acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out79.smi.png,168.148,168.148,16.804.226,4.514,-1.002,4,3,123.82,42.271,77.76,-17.208,81.197,6.651,55.593,high,none,none,none,,58.333,53.103,60.626,1,12,4,0,4,0,2,1,6,125,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,47.756,83.462,166.82,154.44
80,dcLL@@STfue^UZX@HBL`,OC(/C=C/c(cc1)ccc1O)=O,p-Cumaric acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out80.smi.png,164.16,164.16,164.047.345,1.1282,-1.703,3,2,130.21,30.136,57.53,1.675,81.134,5.9687,1.3905,none,none,high,none,,0.75,41.405,49.929,1,12,3,0,3,0,2,1,6,0,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,"9,43E-02",79.827,176.72,157.51
81,fikAH@@HdxIZmGdTRTRbTtTRlT^oYzuMUPUPMEABQbTmJAH,O[C@H](C[C@](C[C@H]1OC(/C=C/c(cc2)cc(O)c2O)=O)(C(O)=O)O)[C@H]1O,Chlorogenic Acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out81.smi.png,354.31,354.31,354.095.085,-7.685,-1.496,9,6,245.29,46.753,164.75,-97.603,38.915,7.86,-19.748,none,none,none,none,,0.56,37.259,78.295,1,25,9,0,9,4,5,2,6,375,13,0,2,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,this enantiomer,30.345,70.094,346.64,356.04
82,dmtD@@QImYVUZX@@Hr@,OC(/C=C/c1ccccc1)=O,Trans-cinnamic Ã�cid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out82.smi.png,148.161,148.161,14.805.243,1.4739,-1.999,2,1,123.86,21.104,37.3,1.675,88.376,5.6123,1.6678,none,none,none,high,,72.727,43.042,47.958,1,11,2,0,2,0,2,1,6,0,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,"2,54E-01",80.917,168.18,149.24
83,fns@H@@DEiNZmrJJJZISQEIQE`c^bUjPh`@JJ`@@,Oc(cc1O)cc(OC(c(cc2O)cc(O)c2O)=C2O)c1C2=O,Myrecetin - flavonoide,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out83.smi.png,318.236,318.236,31.803.757,1.1445,-2.195,8,6,208.29,48.797,147.68,-82.832,42.236,5.9364,2.7098,high,none,none,none,,47.826,29.658,83.313,1,23,8,0,8,0,1,3,12,0,7,3,3,2,1,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,,21.706,72.264,287.03,280.83
84,flu@P@@\e{HhheEEcDef\TZJV`Xb@`H@@@,Oc(cc1O)cc(OC(c2ccccc2)=C2)c1C2=O,Chrysin,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out84.smi.png,254.24,254.24,25.405.791,2.6814,-3.152,4,2,184.68,26.662,66.76,28.194,5.109,4.3943,5.2484,none,none,none,none,,52.632,22.491,76.921,1,19,4,0,4,0,1,3,12,0,3,2,3,2,1,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,,"3,46E-02",75.995,238.64,229.6
85,ei[PG@@@NIOBfakgo`\^Q\bbbTTVLRRVbRfbRReTTrXxTLbrfVIiZBbHBBJjjjjjjhJtXRRjWTfRrNTJQQLi`@,C[C@@H]([C@@H]([C@H]([C@H]1O)O)O)O[C@H]1O[C@H]([C@H]1O)[C@H](Oc2cc(O[C@@H](CC3=O)c(cc4)ccc4O)c3c(O)c2)O[C@H](CO)[C@H]1O,Naringin,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out85.smi.png,580.537,580.537,58.017.921,-744,-2.733,14,8,388.35,43.219,225.06,64.246,23.659,7.8146,-31.447,none,none,none,none,,46.341,28.886,88.665,1,41,14,0,14,11,6,5,12,51.852,27,2,5,2,3,2,3,2,0,0,2,2,3,0,0,0,0,0,0,0,0,this enantiomer,36.087,62.427,570.72,632.2
86,doDaDp[\@`Y_dfUvZXjZjjjYcd@,C[N+](C)(C)[C@@H](CC(N1)=CNC1=S)C([O-])=O,L-(+)-ergothioneine,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out86.smi.png,229.303,229.303,229.088.497,-59.624,-773,4,2,174.54,40.461,96.28,1.3381,6.462,13.028,-92.268,none,none,none,none,quart. ammonium; thio-amide/urea,53.333,6.392,61.868,1,15,6,0,6,1,4,1,0,55.556,8,2,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,this enantiomer,44.816,7.889,244.86,252.37
87,detD@@YIfUrXYZB@`@@,O=C1c(cccc2)c2OC1,Benzofuran-3(2H)-one,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out87.smi.png,134.134,134.134,13.403.678,1.3346,-2.164,2,0,101.27,22.751,26.3,-25.128,96.861,5.7259,1.3778,none,none,none,none,,0.6,0,7.167,1,10,2,0,2,0,0,2,6,125,2,0,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,26.708,82.584,160.82,143.88
88,fdi@p@@HYhLTfyeUkXRf``bjf@@@,CC(C)(C(O)=O)Oc(ccc(OC)c1)c1C(O)=O,2-((2-carboxypropan-2-yl)oxy)-5-methoxybenzioc acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out88.smi.png,254.237,254.237,25.407.904,8.746,-1.927,6,2,188.65,38.314,93.06,-2.676,53.774,6.1809,1.6264,none,none,none,none,,55.556,61.333,6.909,1,18,6,0,6,0,5,1,6,33.333,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,,33.968,78.493,243.71,248.71
89,f`q@P@@Zl{IEEHhdT]RRcTEQDUPbbe@@,CC(C)([C@H]([C@H]1O)O)Oc(cc2)c1cc2OC,"(3S,4S)-3,4-di-hydroxy-6-methoxy-2,2-dimethylchromom",https://lmwdatabase.s3.eu-north-1.amazonaws.com/out89.smi.png,224.255,224.255,22.410.486,1.202,-1.811,4,2,164.65,2.806,58.92,-19.162,60.454,5.8486,1.9883,none,none,none,none,,5.625,22.011,76.921,1,16,4,0,4,2,1,2,6,0.5,10,1,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,this enantiomer,37.026,77.931,256.02,264.94
90,f`q@P@@Zl{IEEHhdT]RRcTEQDUPbdd`@,CC(C)([C@@H]([C@@H]1O)O)Oc(cc2)c1cc2OC,"(3R,4R)-3, 4-dihydroxy-6-methoxy-2,2-dimethylchromom",https://lmwdatabase.s3.eu-north-1.amazonaws.com/out90.smi.png,224.255,224.255,22.410.486,1.202,-1.811,4,2,164.65,2.806,58.92,-19.162,60.412,5.8438,1.9897,none,none,none,none,,5.625,22.224,76.921,1,16,4,0,4,2,1,2,6,0.5,10,1,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,this enantiomer,37.314,77.503,257.36,264.83
91,,,"(3S4R)-34-dihydroxy-6-methoxy-22-dimethylchromom""",https://lmwdatabase.s3.eu-north-1.amazonaws.com/out91.smi.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,f`q@P@@LD{HhhhhmLkpRkMATEEQCB@@,CC(C)([C@H]1O)Oc(ccc(OC)c2)c2C1=O,"3-hydroxy-6-methoxy-2,2-dimethylchroman-4-one",https://lmwdatabase.s3.eu-north-1.amazonaws.com/out92.smi.png,222.239,222.239,22.208.921,1.3772,-2.54,4,1,163.55,28.212,55.76,-4.038,6.033,5.659,2.2828,none,none,none,none,,5.625,2.001,76.921,1,16,4,0,4,1,1,2,6,41.667,8,1,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,this enantiomer,35.762,77.268,251.7,254.98
93,dg|L@@kldRTTqRdHpuUUSTeBQYBP@,CC(C)=CCC([C@@H]([C@@H]1O[C@H]11)O)=C[C@H]1O,7-desoxypanepoxydol,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out93.smi.png,196.245,196.245,196.109.945,1.0802,-1.637,3,2,154.55,28.373,52.99,23.716,68.903,5.9513,1.5677,high,none,none,none,oxiran/aziridine,57.143,50.883,73.369,1,14,3,0,3,4,2,2,0,63.636,10,1,3,1,2,1,3,0,0,1,0,1,2,0,0,0,0,0,0,0,0,this enantiomer,4.177,77.157,240.11,236.93
94,dcLB@@P]R[e[^eh@b`@@,COc(cc(cc1)C(O)=O)c1O,Vanillic acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out94.smi.png,168.148,168.148,16.804.226,729,-1.351,4,2,125.97,39.089,66.76,-1.597,80.334,6.2979,90.747,high,none,none,none,,58.333,28.648,61.893,1,12,4,0,4,0,2,1,6,125,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,24.104,81.338,170.99,154.2
95,dmtD@@QImYVUZX@@Hr@,OC(/C=C/c1ccccc1)=O,Cinnamic acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out95.smi.png,148.161,148.161,14.805.243,1.4739,-1.999,2,1,123.86,21.104,37.3,1.675,87.579,5.5484,1.6829,none,none,none,high,,72.727,43.042,47.958,1,11,2,0,2,0,2,1,6,0,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,"2,54E-01",80.917,168.18,149.24
96,dklB@@z]RVUeUaX@bj@@,COc1cc(C=O)cc(OC)c1O,Syringaldehyde,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out96.smi.png,182.174,182.174,18.205.791,1.1072,-1.68,4,1,143.67,32.115,55.76,-3.906,74.058,5.9105,1.4951,none,none,none,none,,53.846,20.053,61.059,1,13,4,0,4,0,3,1,6,22.222,5,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,19.162,7.726,207.54,190.87
97,dg\J@@PUMInUeWiZ@Hj`@@,COc1cc(C(O)=O)cc(OC)c1O,Syringic acid,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out97.smi.png,198.173,198.173,198.052.825,659,-1.369,5,2,148.23,39.965,75.99,-1.597,68.724,6.3542,95.891,high,low,none,none,,0.5,25.255,61.868,1,14,5,0,5,0,3,1,6,22.222,6,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,19.295,76.618,215.37,199.27
98,eoTpA@@@DBlZQS[\bfbaRbfdRbafrtfVdqTrdvf\bjZVv~AZijjjjjfjjjjZjfiiSARIQFIr^RY[PF\p@,C[C@H](CCC([C@H](C)C(O)=O)=C)[C@@H](CC1)[C@]2(C)[C@]1(C)C1=CC[C@@H](C(C)(C)[C@@H](CC3)OC(C[C@](C)(CC(OC)=O)O)=O)[C@@]3(C)C1=C[C@@H]2OC,Piptolinic acid A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out98.smi.png,656.897,656.897,65.642.882,7.0889,-6.289,8,2,501.11,19.022,119.36,-69.325,20.458,-80.125,34.651,none,none,none,none,,51.064,43.967,,1,47,8,0,8,10,14,4,0,76.923,35,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,41.795,65.399,644.06,812.55
99,elZPB@@@DHT\bfbbTbRbLTlRLfVbLdLBrFfZjjjjfZjjiijfLHPfEINeM@@,CC(C)C(CC[C@H]([C@@H](CC1)[C@@](C)(CC2)[C@]1(C)C(CC1)=C2[C@@](C)(CCC(O)=O)[C@@H]1C(C)=C)C(O)=O)=C,Piptolinic acid B,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out99.smi.png,484.718,484.718,48.435.526,7.7986,-6.039,4,2,382.01,13.686,74.6,-22.845,27.455,-79.423,28.405,none,none,none,none,,45.714,45.493,,1,35,4,0,4,6,10,3,0,74.194,25,1,3,3,0,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,2,this enantiomer,41.018,71.238,500.18,632.19
100,ebVPB@@@DHT\bfbbTbRbLTlRLfVbLta`VPtsUUUUTsUUUMMULXPaLJR]JZ@@,CC(C)C(CC[C@H]([C@@H](CC1)[C@@](C)(CC2)[C@]1(C)C(CC1)=C2[C@@](C)(CCC(OC)=O)[C@@H]1C(C)=C)C(O)=O)=C,Piptolinic acid C,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out100.smi.png,498.745,498.745,49.837.091,8.2265,-6.167,4,1,397.92,12.359,63.6,-30.312,26.675,-12.265,30.839,none,none,none,none,,47.222,46.023,,1,36,4,0,4,6,11,3,0,0.75,26,1,3,3,0,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,52.516,70.976,512.74,652.51
101,edZPB@@@AmclbbdRebTJTfbvTtQRg@ae`TQSSUUUTuUUMMSTtpQAEyHdTnd@@,C[C@]1(C2)C3=CC[C@@H](C(C)(C)C(CC4)=O)[C@@]4(C)C3=CC[C@]1(C)[C@@H]([C@@H](CCC=C(C)C)C(O)=O)C2=O,Piptolinic acid D,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out101.smi.png,466.659,466.659,46.630.831,6.3052,-5.403,4,1,354.51,1.473,71.44,-47.396,28.227,69.048,22.337,none,none,none,none,,47.059,31.087,,1,34,4,0,4,6,5,4,0,0.7,22,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,41.167,71.215,483.59,600.68
102,elVPJ@@@Amc`\bbdRebTJTfbvTtQRdxDLlBbJZZjjjfjjjiijik`bBKrQHiMKiPWP,CC(C)(/C=C/C[C@H]([C@@H]([C@@H](C1)O)[C@]2(C)[C@]1(C)C1=CC[C@@H](C(C)(C)C(CC3)=O)[C@@]3(C)C1=CC2)C(O)=O)O,Piptolinic acid  E,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out102.smi.png,484.674,484.674,484.318.875,4.9139,-4.938,5,3,360.4,18.141,94.83,-49.029,27.404,2.0775,17.931,none,none,none,none,,45.714,34.613,,1,35,5,0,5,7,5,4,0,73.333,25,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,3.716,70.683,500.13,624.78
103,eb^PJ@@@NicklbbTTRdTTbTVuqfbJfeGBbWcVUSSUMUUUUUSTuUPfBXgDTWdrURF`@,CC(C)C(CC[C@@H]([C@@H]([C@@H](C1)O)[C@@](C)(CC=C2[C@@](C)(CC[C@H](C3(C)C)O)C3=C3)[C@]1(C)[C@@H]2C3=O)C(O)=O)=C,Piptolinic acid  F,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out103.smi.png,498.701,498.701,498.334.525,5.5944,-5.28,5,3,371.24,17.611,94.83,-57.195,26.627,1.3928,21.011,none,none,none,none,,44.444,34.052,,1,36,5,0,5,8,6,4,0,74.194,26,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,39.881,71.525,506.37,647.89
104,eb^PJ@@@AicklbbbTTbTRbtbNUabJfcGDg`RVSSSMUUUUUUSTuUWEDxTbBRRrgR@@,CC(C)C(CC[C@H]([C@@H]([C@@H](C1)O)[C@@](C)(CC2)[C@]1(C)C1=C2[C@@](C)(CC[C@H](C2(C)C)O)C2=CC1=O)C(O)=O)=C,Piptolinic acid  G,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out104.smi.png,498.701,498.701,498.334.525,5.7653,-5.244,5,3,370.71,17.636,94.83,-56.792,26.611,1.2177,21.665,none,none,none,none,,44.444,34.144,,1,36,5,0,5,7,6,4,0,74.194,26,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,4.234,7.162,506.23,648.9
105,elVPB@@@DCD\bfbbTbbTUbebQdrtfdlbJfV^~Zjjjjiijjjji[cBDIa\JRCKz@@,CC(C)C(CC[C@H]([C@@H]([C@@H](C1)O)[C@]2(C)[C@]1(C)C1=CC=C(C(C)(C)[C@@H](CC3)O)[C@@]3(C)C1=CC2)C(O)=O)=C,Piptolinic acid  H,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out105.smi.png,482.702,482.702,48.233.961,6.1983,-5.364,4,3,365.7,14.312,77.76,-63.947,27.355,78.051,22.659,none,none,low,none,,45.714,35.754,,1,35,4,0,4,7,6,4,0,70.968,25,2,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,36.218,7.161,502.46,641.59
106,edRPB@@@D@X\bfbbTbRbJabQdrtQda`RWPsUUUUTsUUTttsFDHSBdcRFP@,C[C@@](CC1)([C@](C)(CC=C2[C@@]3(C)CCC(O)=O)[C@H]1[C@@H](CCC=C(C)C)C(O)=O)C2=CC[C@@H]3C(C)=C,Piptolinic acid  I,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out106.smi.png,468.675,468.675,46.832.396,7.2382,-5.484,4,2,370.45,14.113,74.6,-21.25,28.142,-26.351,25.72,none,none,none,none,,47.059,42.163,,1,34,4,0,4,6,9,3,0,66.667,22,1,3,3,0,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,2,this enantiomer,45.455,71.912,477.18,597.45
107,edRPB@@@D@X\bfbbTbRbJabQdrtQda`RWPsUUUUTsUUTttsFDHSBdcRF`@,C[C@@](CC1)([C@](C)(CC=C2[C@@]3(C)CCC(O)=O)[C@H]1[C@@H](CCC=C(C)C)C(O)=O)C2=CC[C@H]3C(C)=C,Piptolinic acid  J,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out107.smi.png,468.675,468.675,46.832.396,7.2382,-5.484,4,2,370.45,14.113,74.6,-21.25,28.126,-26.758,25.735,none,none,none,none,,47.059,42.579,,1,34,4,0,4,6,9,3,0,66.667,22,1,3,3,0,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,2,this enantiomer,44.997,70.981,482.42,595.47
108,em_PI@@@KJcoh^YU\bbdTbdTRbrjLabNTTRfRtx|T\BRJzqIZjjjjjjjjjiiifjkQAXPaTSaJSqAIj]Ry@@,C[C@H](C[C@@H](C(C)=C1C)OC1=O)[C@@H](CC1)[C@@](C)([C@@H](C[C@]2([C@H](C3)O)[C@@](C)(CC4)[C@@H]3C(C)(C)[C@@H]4OC(CC(O)=O)=O)O)[C@]1(C)C2=O,officimalonic acids A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out108.smi.png,602.762,602.762,602.345.485,3.8824,-5.46,9,3,426.68,26.123,147.43,-10.136,22.226,3.0842,17.468,none,none,none,none,,46.512,26.537,,1,43,9,0,9,11,7,5,0,82.353,33,1,5,4,1,4,5,0,4,4,0,0,1,0,0,0,0,0,0,0,1,this enantiomer,41.073,69.039,579.73,752.57
109,eeWPA@@@Nig`V^Q\bbbTTbTRbtbrKbVbfRbbSGDg`RVSVIKSUUUUUUUUMULsUUIQFEpiEx`eeAi\`@,C[C@H](C[C@@H](C(C)=C1C)OC1=O)[C@@H](CC1)[C@@](C)([C@@H](C2)O)[C@]1(C)C(C(C1)=O)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)[C@@H]2OC(CC(O)=O)=O,officimalonic acids B,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out109.smi.png,584.747,584.747,58.433.492,4.7387,-5.542,8,2,420.34,234,127.2,-10.16,22.742,2.2239,20.836,none,none,high,none,,47.619,28.922,,1,42,8,0,8,9,7,5,0,76.471,30,1,5,4,1,2,5,0,2,4,0,0,1,0,0,0,0,0,0,0,1,this enantiomer,3.929,67.812,578.68,730.7
110,emPpI@@@Nieoh^YU\bbbTTbTRbtbrV\RLTRfRtXxd|BRrZvnqIZZjjjjjjjjijifjjthcBxTb|PRr`tn`JI`@,C[C@@H]([C@H](C)C(O1)=O)[C@@]1(C[C@@H](C)[C@H]1CC2)OC[C@]1([C@@H](C1)O)[C@]2(C)C(C(C2)=O)=C1[C@@](C)(CC1)[C@@H]2C(C)(C)[C@@H]1OC(CC(O)=O)=O,officimalonic acids C,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out110.smi.png,600.746,600.746,600.329.835,3.8072,-5.499,9,2,418.33,25.903,136.43,-97.061,22.201,3.1514,17.149,none,none,none,none,,44.186,21.426,,1,43,9,0,9,11,4,6,0,82.353,33,1,6,4,2,4,6,0,2,4,0,2,2,0,0,0,0,0,0,0,1,this enantiomer,39.916,68.288,592.07,764.23
111,ec_PI@@@Nig`ZVU]\bbbTTbTRbtbrKbVbftTTJcGDg`RVSSSUUUUUUUULuSUMUJTQa\JQ^HIYPZPsF@@,C[C@H](CC([C@H](C)[C@H](C)C(O)=O)=O)[C@@H](CC1)[C@@](C)([C@@H](C2)O)[C@]1(C)C(C(C1)=O)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)[C@@H]2OC(CC(OC)=O)=O,officimalonic acids D,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out111.smi.png,616.789,616.789,616.361.135,4.7048,-5.54,9,2,453.43,24.568,144.27,-20.444,21.684,2.2499,21.697,none,none,none,high,,0.5,40.715,,1,44,9,0,9,10,11,4,0,0.8,32,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,39.246,67.941,589.49,753.41
112,emWPA@@@DAJlZQY\bfbfaTTtbTTLjTfVdqTrf|RZzVv~AZjfjjjjfjjjjZZjeLDPeEhkEy@eLmhC@@,C[C@H](CC([C@H](C)[C@H](C)C(O)=O)=O)[C@@H](CC1)[C@@](C)([C@@H](C2)O)[C@]1(C)C(CC1)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)[C@@H]2OC(CC(OC)=O)=O,officimalonic acids E,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out112.smi.png,602.806,602.806,60.238.187,5.4132,-5.888,8,2,449.44,21.885,127.2,-20.575,22.176,1.5376,24.41,none,none,none,high,,51.163,41.291,,1,43,8,0,8,10,11,4,0,82.857,33,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,4.279,68.195,586.39,751.66
113,emWPA@@@NigbZYU\bbbTTbTRbtbrKbVbrbffTXxd|BRrZZZjjjjjjjijYjfjiJHpnEHoDDlhMLX@@,C[C@H](CCC([C@H](C)C(O)=O)=C)[C@@H](CC1)[C@@](C)([C@@H](C2)O)[C@]1(C)C(C(C1)=O)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)[C@@H]2OC(CC(OC)=O)=O,officimalonic acids F,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out113.smi.png,600.79,600.79,60.036.622,5.9604,-5.791,8,2,447.43,21.983,127.2,-19.894,22.164,98.652,26.893,none,none,none,high,,51.163,39.061,,1,43,8,0,8,9,11,4,0,77.143,31,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,41.049,67.492,593.03,752.74
114,emWPA@@@DAJlZQY\bfbfaTTtbTTLjTfVdqTrf|RZzVv~AZjVjjjjfjjjjZZjiLDhmEXoHDiem@X@@,C[C@H](CC(C([C@H](C)C(O)=O)=C)=O)[C@@H](CC1)[C@@](C)([C@@H](C2)O)[C@]1(C)C(CC1)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)[C@@H]2OC(CC(OC)=O)=O,officimalonic acids G,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out114.smi.png,600.79,600.79,60.036.622,5.6158,-5.791,8,2,447.43,21.983,127.2,-22.887,22.151,1.3273,25.352,none,none,none,high,,51.163,41.025,,1,43,8,0,8,9,11,4,0,77.143,31,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,38.351,67.715,591.87,754.23
115,ee[PN@@@DBdR^Q\bfbaRbfdRbaeRdrtfJfTsdUSTrswsUMUUUUSUUUUMMUTfBdRbLSd|PrVgt@@,C[C@H](CCC([C@H](C)C(O)=O)=C)[C@@H](CC1)[C@@](C)([C@@H](C2)O)[C@]1(C)C(CC1)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)[C@@H]2OC(CC(OC)=O)=O,officimalonic acids H,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out115.smi.png,586.807,586.807,586.386.955,6.6688,-6.139,7,2,443.44,1.924,110.13,-20.47,22.666,2.705,29.422,none,none,none,high,,52.381,39.637,,1,42,7,0,7,9,11,4,0,0.8,32,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,this enantiomer,37.798,67.949,585.27,745.48
116,ee[PA@@@DAJlZQY\bfbfaTTtbTTLjTfVdqTrgbSWRvwpKURuUUUTuUUUSSUTfDTVblWdBTrv`L@@,C[C@H](CC(C([C@@H](C)C(O)=O)=C)=O)[C@@H](CC1)[C@@](C)([C@@H](C2)O)[C@]1(C)C(CC1)=C2[C@@](C)(CC2)[C@@H]1C(C)(C)[C@@H]2OC(CC(O)=O)=O,Fomitopsin A,https://lmwdatabase.s3.eu-north-1.amazonaws.com/out116.smi.png,586.763,586.763,58.635.057,5.1879,-5.663,8,3,431.52,23.512,138.2,-13.514,22.654,1.7476,22.9,none,none,none,none,,0.5,40.823,,1,42,8,0,8,9,10,4,0,76.471,30,1,4,4,0,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,2,this enantiomer,40.829,68.349,570.79,724.36
